,Name,Rating,Reviews,Price,Street Name,Zip Code,City,Cluster
764,Wazabi Sushi- Hacienda Heights,4.5,755,2,Colima,91745,Hacienda Heights,1
765,Yuzu Japanese Sushi Bar,5.0,184,2,E,92627,Costa Mesa,1
766,Meshuga 4 Sushi,3.5,166,2,W,90035,Los Angeles,1
767,Tori Tori Sushi,5.0,121,2,Town,92868,Orange,1
768,Ima,4.5,55,4,Santa,90210,Beverly Hills,1
769,Ay Karay Sushi,3.0,33,2,Tampa,91324,Northridge,1
770,La Brea Ramen and Sushi,4.0,584,2,Wilshire,90036,Los Angeles,1
771,Lit Sushi,4.0,19,0,Laurel,91606,North Hollywood,1
772,242 Cafe Fusion Sushi,4.0,438,2,N,92651,Laguna Beach,1
773,Sushi Kara,4.5,697,2,N,90815,Long Beach,1
774,Sushi Planet,4.0,434,2,Ventura,93010,Camarillo,1
775,Hana Maru Sushi,4.0,133,2,W,92821,Brea,1
776,Yamaha Sushi,3.5,243,2,Reseda,91324,Los Angeles,1
777,Nana San,4.5,1193,3,Jamboree,92660,Newport Beach,1
778,Mama M Sushi,4.0,537,2,E,91103,Pasadena,1
779,Take Sushi Restaurant & Japanese Cuisine,4.0,218,2,W,90069,West Hollywood,1
780,Ceviche Project,4.5,132,0,Hyperion,90027,Los Angeles,1
781,CevicheStop,4.0,259,2,S,90232,Culver City,1
782,Otium,4.0,2330,3,S,90012,Los Angeles,0
783,The Roof Hookah Lounge,3.5,83,0,Cahuenga,90068,Los Angeles,1
784,Sarku Japan,2.5,105,1,Sepulveda,90230,Culver City,1
785,A-Won Japanese Restaurant,3.5,292,2,S,90006,Los Angeles,1
786,Tempo Cantina - Downey,4.0,2693,2,Paramount,90242,Downey,0
787,Miyako Sushi Bar,3.5,522,2,Lankershim,91601,North Hollywood,1
788,Cho Cho San,3.5,892,2,Ventura,91356,Tarzana,1
789,Culichi Town - Bell,3.0,1040,2,Atlantic,90201,Bell,1
790,Crazy Tokyo Sushi,4.5,39,2,Telegraph,90670,Santa Fe Springs,1
791,Shin-Sen-Gumi Yakitori -Gardena,4.5,1467,2,S,90247,Gardena,0
792,Maka Grill,4.5,39,2,W,90220,Compton,1
793,Kopan Sushi & Ramen - Encino,4.0,1679,2,Ventura,91316,Encino,0
794,ROL Hand Roll Bar by Kei Concepts,4.5,146,0,Brookhurst,92708,Fountain Valley,1
795,Momoku No Usagi,4.5,29,0,N,92672,San Clemente,1
796,Fuji Revolving Sushi Bar,4.0,430,2,Katella,90720,Cypress,1
797,Kotohira Restaurant,4.5,661,2,W,90247,Gardena,1
798,Sushiya Ramen,4.5,59,2,Long,90806,Long Beach,1
799,Tokyo Kalbi,4.0,172,3,Gateway,90064,Los Angeles,1
800,Rok N' Sushi,3.5,309,2,Foothill,91342,Sylmar,1
801,Gen Kai Sushi,4.0,621,2,Pacific,92629,Dana Point,1
802,Wokcano,3.0,1273,2,S,91502,Burbank,1
803,Joon Shabu Shabu,4.5,1272,2,E,91205,Glendale,1
804,Sushi On Garfield,4.0,374,2,Garfield,91754,Monterey Park,1
805,Rice & Nori,4.0,147,2,Fair,91030,South Pasadena,1
806,Sushi Bites,5.0,3,0,Crenshaw,90043,Los Angeles,1
807,White Wasabi Sushi + Beer,4.0,386,2,E,90803,Long Beach,1
808,Tenmasa Sushi Bar,4.0,138,2,W,90069,West Hollywood,1
809,Ichima,4.0,2170,2,N,91107,Pasadena,0
810,Howdy's Sonrisa Cafe,4.0,168,2,Civic,90265,Malibu,1
811,Sushi Nikkei - Belmont Shore ,4.5,42,0,2nd,90803,Long Beach,1
812,Sushiholic,4.5,594,2,Imperial,90638,La Mirada,1
813,Kitaro Japanese Cuisine,4.5,18,0,E,91776,San Gabriel,1
814,Sushi Bar Cafe Hikari,3.5,569,2,Montebello,90640,Montebello,1
815,Light & Healthy Sushi Bar,4.0,269,2,Lyons,91321,Newhall,1
816,Buko Restaurant,4.0,326,2,N,91206,Glendale,1
817,Sakuraya,4.5,144,2,East,92869,Orange,1
818,Asakuma Sushi,2.5,171,2,Abbot,90291,Marina Del Rey,1
819,El PeriSushi Restaurant,4.0,89,2,Paramount,90723,Paramount,1
820,Coco Sushi & Roll,4.5,93,2,Sepulveda,90505,Torrance,1
821,Inn of the Seventh Ray,4.0,2434,3,Old,90290,Topanga,0
822,Zono Sushi,4.0,265,2,N,91502,Burbank,1
823,Love Sushi,4.5,44,0,El,92688,Rancho Santa Margarita,1
824,The Landing Grill & Sushi Bar,3.5,612,2,Lindero,91361,Westlake Village,1
825,Te Isshoku,5.0,27,0,W,90071,Los Angeles,1
826,Merois,4.0,202,4,Sunset,90069,West Hollywood,1
827,Sushi Noguchi,4.0,941,3,Yorba,92886,Yorba Linda,1
828,Kantaro Sushi,4.5,425,3,W,90501,Torrance,1
829,The Sushi By Jin,4.5,276,0,W,92833,Fullerton,1
830,Maki Yaki,4.5,317,2,Pacific,92629,Dana Point,1
831,Moon Sun,4.5,94,2,De,91303,Canoga Park,1
832,Kopan Sushi & Ramen - Burbank,4.0,3733,2,N,91502,Burbank,0
833,Fusion Sushi - Long Beach,4.0,841,2,E,90808,Long Beach,1
834,Jasmine Hana,4.0,521,2,S,90732,San Pedro,1
835,Sunny's Sushi Hut,4.0,595,2,Burbank,91601,North Hollywood,1
836,Sushi Iki,4.5,213,4,Ventura,91356,Tarzana,1
837,J Sushi Brea,4.0,597,2,E,92821,Brea,1
838,Kabuto Restaurant,4.5,97,2,Seal,90740,Seal Beach,1
839,Kopan Sushi & Ramen- Northridge,4.0,1521,2,Plummer,91324,Northridge,0
840,Sapporo Sushi,4.0,1800,2,Pacific,90803,Long Beach,0
841,Gam Tu Bop,4.5,591,1,N,91203,Glendale,1
842,San Clemente Sushi Company,4.0,282,2,S,92672,San Clemente,1
843,Mono Poke,4.0,368,1,S,90045,Los Angeles,1
844,Taira Sushi & Sake,5.0,97,0,Garden,92844,Garden Grove,1
845,J Sushi Corona,4.0,544,1,Green,92880,Corona,1
846,La Cevicheria,4.5,993,2,W,90019,Los Angeles,1
847,Kazu Sushi,4.0,144,4,Ventura,91604,Studio City,1
848,SUSHIRAW,4.0,1033,2,Devonshire,91344,Granada Hills,1
849,Oishi Japanese Cuisine,4.5,14,0,De,91304,Los Angeles,1
850,Mr. T,4.5,75,3,N,90038,Los Angeles,1
851,Asaka Sushi & Grill,3.5,354,2,Palos,90275,Rancho Palos Verdes,1
852,Tashiro Restaurants,4.0,160,2,S,90275,Rancho Palos Verdes,1
853,Pisces Poke & Ramen,5.0,180,2,Santa,90046,West Hollywood,1
854,JAPADOG California,4.0,311,2,Santa,90401,Santa Monica,1
855,AYCE Sushi HB,4.0,2083,3,Edinger,92649,Huntington Beach,0
856,Sushi Pop,4.5,2222,2,S,92832,Fullerton,0
857,101 Sushi Roll and Grill,4.0,3967,2,Gale,91745,City of Industry,0
858,Tatsu Ramen,4.0,4046,2,Melrose,90046,Los Angeles,0
859,ETCetera Sushi & Izakaya,4.5,1173,2,Bristol,92626,Costa Mesa,1
860,Koya Sushi - Aliso Viejo,4.5,121,2,Aliso,92656,Aliso Viejo,1
861,Oishi Teriyaki & Sushi,4.0,137,1,Paramount,90723,Paramount,1
862,Oh My Sushi,4.5,395,2,Golden,92677,Laguna Niguel,1
863,Killer Sushi,3.0,58,0,Admiralty,90292,Marina del Rey,1
864,Hikari Sushi Restaurant,0.0,0,0,Verdugo,91020,Glendale,1
865,Chinchikurin - Little Tokyo,4.0,904,2,E,90012,Los Angeles,1
866,Chung Ki Wa,4.5,523,3,W,90019,Los Angeles,1
867,Starfish Laguna Beach,4.5,1140,2,S,92651,Laguna Beach,1
868,Sushi Boom,4.5,596,2,E,92869,Orange,1
869,Water Grill - Santa Monica,4.0,2612,3,Ocean,90401,Santa Monica,0
870,Kiku Japanese Grill,4.0,202,1,New,93021,Moorpark,1
871,Akafuji,4.5,372,3,S,90631,La Habra,1
872,Blue Fish,3.5,770,2,Honolulu,91020,Montrose,1
873,Awesome Sushi,4.5,1478,2,Clark,90815,Long Beach,0
874,Sushi Story,4.0,71,0,S,91204,Glendale,1
875,Bistro Miyoda & Sushi Ichiriki,4.5,423,2,Beryl,90277,Redondo Beach,1
876,ToriYen Sushi Ramen Japanese Restaurant,4.0,220,2,Foothill,91042,Tujunga,1
877,Miyako Sushi Glendora,4.0,408,2,E,91740,Glendora,1
878,Kashiwa Japanese Cuisine,4.5,427,3,E,90755,Signal Hill,1
879,Uovo - Studio City,4.5,365,0,Ventura,91604,Los Angeles,1
880,Maruya,3.5,861,2,Japanese,90012,Los Angeles,1
881,Sushi NAKATA,4.5,182,3,E,91016,Monrovia,1
882,Krispy Rice,1.0,29,0,Cumpston,91601,Los Angeles,1
883,Sushi Yamamoto,5.0,2,0,North,90210,Beverly Hills,1
884,Gushiya Sushi & Izakaya ,4.5,282,2,Sepulveda,90501,Torrance,1
885,Kopan Sushi & Ramen - Alhambra,4.0,2372,2,E,91801,Alhambra,0
886,Sushi Bei,4.0,167,2,W,90247,Gardena,1
887,Mastro's Ocean Club,3.5,2104,4,Pacific,90265,Malibu,0
888,FishBar,4.0,1930,2,Highland,90266,Manhattan Beach,0
889,Catch,3.5,269,3,Ocean,90405,Santa Monica,1
890,Kaori sushi,4.0,754,3,W,92832,Fullerton,1
891,Mad Tuna,4.5,272,3,Sierra,91351,Canyon Country,1
892,Sato Sushi,3.5,284,2,W,93536,Lancaster,1
893,Hanami Sushi,3.5,330,2,Agoura,91302,Calabasas,1
894,DoMo Sushi & Roll,4.0,214,1,N,91789,Walnut,1
895,Hayatobi Sushi,4.5,150,2,Rosemead,91775,San Gabriel,1
896,Ginza Sushi Japanese Restaurant,4.0,641,2,E,92835,Fullerton,1
897,Crazy Rock'N Sushi,4.0,345,2,Katella,90680,Stanton,1
898,O Sumo Sushi,4.0,463,2,Van,91401,Sherman Oaks,1
899,Full Moon Sushi,4.0,392,2,Camino,92673,San Clemente,1
900,Makin Vegan Sushi & Izakaya,5.0,232,2,Canwood,91301,Agoura Hills,1
901,Crab House,4.0,780,2,S,90006,Los Angeles,1
902,RollStop Sushi,4.0,187,2,W,90732,San Pedro,1
903,Kali Restaurant,4.5,731,4,Melrose,90038,Los Angeles,1
904,Sushi Su,3.5,190,2,Cornell,91301,Agoura Hills,1
905,Sushi Koto,4.0,754,2,Brookhurst,92708,Fountain Valley,1
906,Jeju Fresh Fish,4.0,124,3,W,90019,Los Angeles,1
907,Ninja Sushi,4.0,353,2,N,91789,Walnut,1
908,Manpuku Japanese BBQ Dining - West LA,4.0,742,2,Sawtelle,90025,Los Angeles,1
909,Temakitto,4.5,684,2,Newhall,91355,Santa Clarita,1
910,Fia Restaurant,4.0,718,3,Wilshire,90403,Santa Monica,1
911,Arigatto  Sushi,4.0,594,2,North,90631,La Habra,1
912,Verse,4.5,365,0,Lankershim,91602,Toluca Lake,1
913,Miyako Sushi,4.0,373,2,Camino,92673,San Clemente,1
914,Sushi Ryokan,4.5,600,2,Pacific,90740,Seal Beach,1
915,Opus Sushi,4.0,484,2,S,91007,Arcadia,1
916,VENICE RAMEN,4.0,400,2,Washington,90292,Marina Del Rey,1
917,Shin-Sen-Gumi Hakata Ramen - West L.A.,4.0,1302,2,Sawtelle,90025,Los Angeles,1
918,Tamon Sushi,4.0,123,3,E,90012,Los Angeles,1
919,Kontentsu,4.5,327,2,Ocean,91208,Glendale,1
920,Matsumi,5.0,3,0,Devonshire,91311,CHATSWORTH,1
921,Sushi Bop,4.0,15,0,W,90048,Los Angeles,1
922,Fukuno Restaurant,4.5,79,2,S,90247,Gardena,1
923,Fishwives,4.5,1210,2,N,91103,Pasadena,1
924,Zen Sushi and Gourmet Asian Restaurant,3.5,431,2,Foothill,91214,La Crescenta-Montrose,1
925,Kiku Sushi,4.0,519,2,W,91016,Monrovia,1
926,Anjin,4.5,1843,2,Bristol,92626,Costa Mesa,0
927,2 Die for Sushi,3.5,578,2,Topanga,91304,Canoga Park,1
928,Mitsuru Sushi & Grill,3.5,205,1,E,90012,Los Angeles,1
929,Suki Suki,4.5,48,0,S,91765,Diamond Bar,1
930,Son of a Gun,4.0,1830,3,W,90048,Los Angeles,0
931,Megu Sushi,4.5,232,2,Cochran,93065,Simi Valley,1
932,No 1 Kazoku,4.0,561,2,W,91776,San Gabriel,1
933,Ootoro Sushi,4.0,791,4,Fairway,91789,Walnut,1
934,Yanagi Kitchen - Long Beach,5.0,37,0,E,90804,Long Beach,1
935,Q Sushi,4.0,468,3,Russell,91362,Westlake Village,1
936,Xevichez Sushi Bar,3.5,540,2,Devonshire,91324,Northridge,1
937,OmG Omakase by Gino,5.0,267,4,N,92701,Santa Ana,1
938,Genwa Korean BBQ Mid Wilshire,4.5,3073,2,Wilshire,90036,Los Angeles,0
939,Hoy-Ka Thai Restaurant,4.5,2207,2,Sunset,90028,Los Angeles,0
940,Kura Revolving Sushi Bar,3.5,1148,2,W,90504,Torrance,1
941,Sushi Enya Sawtelle,5.0,3,0,W,90064,Los Angeles,1
942,Sushi Kingdom,4.0,344,2,S,91761,Ontario,1
943,EAT'S SUSHI,5.0,518,2,Baker,92626,Costa Mesa,1
944,Broad Street Oyster Company,4.0,1284,2,Pacific,90265,Malibu,1
945,Little Beast Restaurant,4.0,1267,2,Colorado,90041,Los Angeles,1
946,Gjelina,3.5,5127,3,Abbot,90291,Venice,0
947,Maki & Sushi - Arcadia,4.0,1029,2,E,91006,Arcadia,1
948,Ponzu Sushi Bar,4.5,645,2,E,92705,Santa Ana,1
949,Aburi Sushi,4.0,2744,2,E,90815,Long Beach,0
950,Ying Hana Teppanyaki,4.5,71,2,Firestone,90001,Los Angeles,1
951,Koko Sushi,4.5,321,2,Marguerite,92692,Mission Viejo,1
952,Fukanoya,5.0,67,3,Pacific,90717,Lomita,1
953,ixlb DimSum Eats,4.5,912,2,Sunset,90028,Los Angeles,1
954,Sushicatering,5.0,3,0,S,90304,Lennox,1
955,KOKUMI,4.5,353,2,W,91007,Arcadia,1
956,Tendon Tempura Carlos Junior,4.5,510,2,Cabrillo,90501,Torrance,1
957,Ozen Sushi,4.0,810,3,S,90650,Norwalk,1
958,Kazuyo Sushi by Chef Joe,4.5,116,0,,91321,Santa Clarita,1
959,Gurume Sushi,4.0,216,0,Culver,92604,Irvine,1
960,Chibiscus Asian Cafe,4.0,1182,2,W,90046,Los Angeles,1
961,Tensho,4.5,71,4,E,90012,Los Angeles,1
962,Izakaya Bizan,3.5,1538,2,S,90013,Los Angeles,0
963,Zero Ramen & Sushi,3.5,43,2,S,90017,Los Angeles,1
964,Kahuna Tiki Tu,4.0,115,0,Riverside,91607,Valley Village,1
965,Emon,4.0,192,2,N,91505,Burbank,1
966,Shan Social House,4.5,135,4,N,90211,Beverly Hills,1
967,Wazabi Sushi- Orange,4.5,248,2,W,92866,Orange,1
968,Zen Sushi,4.0,263,2,Golden,92629,Dana Point,1
969,Sushi Kizuna,5.0,222,2,Pacific,92656,Aliso Viejo,1
970,SongDo Seafood,4.5,40,0,S,90005,Los Angeles,1
971,Ikko Japanese Cuisine,4.0,1024,4,Baker,92626,Costa Mesa,1
972,Go Fish Sushi Bar,4.0,356,2,Simi,93065,Simi Valley,1
973,Jus' Poke,4.5,2076,2,N,90277,Redondo Beach,0
974,Sirinat Thai & Sushi Bar,4.5,1135,2,W,90732,San Pedro,1
975,Tomikawa Japanese Restaurant,4.0,2151,2,Jeffrey,92620,Irvine,0
976,Makinjang Sushi,5.0,2,0,Sherman,91605,San Fernando Valley,1
977,Hoshi Sushi,4.0,3996,2,W,92833,Fullerton,0
978,Ise-Shima,4.0,285,2,S,90501,Torrance,1
979,Midoh Sawtelle,4.0,168,2,Sawtelle,90025,West Los Angeles,1
980,Takeout Sushi and Roll,5.0,58,2,W,90020,Los Angeles,1
981,Sushi Anza,4.0,161,2,Torrance,90503,Torrance,1
982,Ezze Sushi,4.5,484,2,S,91740,Glendora,1
983,Hikari Sushi,3.5,735,2,E,93065,Simi Valley,1
984,Hudson House,4.0,44,0,Sunset,90069,Los Angeles,1
985,Sushigah,4.5,64,0,S,91105,Pasadena,1
986,Katie's Kitchen,3.5,39,1,Crescent,90704,Avalon,1
987,Crazy Rock'N Sushi - La Puente,4.0,1500,2,N,91744,La Puente,0
988,KIN Izakaya By Kei Concepts,4.5,980,2,Brookhurst,92708,Fountain Valley,1
989,Toyo Sushi & Roll,4.5,616,2,S,92806,Anaheim,1
990,HONDA-YA Tustin,4.0,2976,2,El,92780,Tustin,0
991,Poki Yaki,4.0,117,2,W,90220,Rancho Dominguez,1
992,Baltaire,4.0,938,4,San,90049,Los Angeles,1
993,AKASHA,3.5,1624,3,Culver,90232,Culver City,0
994,Gourmet City Seafood Buffet,4.5,8,0,Sherman,91605,Los Angeles,1
995,Itacho Ramen & Sushi,5.0,1,0,S,90017,Los Angeles,1
996,Okamoto Kitchen,4.0,663,2,,91423,Los Angeles,1
997,Midori Sushi - Encino,3.5,1034,2,Ventura,91316,Encino,1
998,Reel Inn Malibu,3.5,1136,2,Pacific,90265,Malibu,1
999,Sushi Roku,4.0,1406,3,Colorado,91103,Pasadena,1
